web-scraper-order,web-scraper-start-url,URL,URL-href,abstracts,citations
"1707308002-643","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Modelling human hepato-biliary-pancreatic organogenesis from the foregut–midgut boundary","https://www.nature.com/articles/s41586-019-1598-0","Organogenesis is a complex and interconnected process that is orchestrated by multiple boundary tissue interactions1,2,3,4,5,6,7. However, it remains unclear how individual, neighbouring components coordinate to establish an integral multi-organ structure. Here we report the continuous patterning and dynamic morphogenesis of hepatic, biliary and pancreatic structures, invaginating from a three-dimensional culture of human pluripotent stem cells. The boundary interactions between anterior and posterior gut spheroids differentiated from human pluripotent stem cells enables retinoic acid-dependent emergence of hepato-biliary-pancreatic organ domains specified at the foregut–midgut boundary organoids in the absence of extrinsic factors. Whereas transplant-derived tissues are dominated by midgut derivatives, long-term-cultured microdissected hepato-biliary-pancreatic organoids develop into segregated multi-organ anlages, which then recapitulate early morphogenetic events including the invagination and branching of three different and interconnected organ structures, reminiscent of tissues derived from mouse explanted foregut–midgut culture. Mis-segregation of multi-organ domains caused by a genetic mutation in HES1 abolishes the biliary specification potential in culture, as seen in vivo8,9. In sum, we demonstrate that the experimental multi-organ integrated model can be established by the juxtapositioning of foregut and midgut tissues, and potentially serves as a tractable, manipulatable and easily accessible model for the study of complex human endoderm organogenesis.","172 Citations"
"1707308007-644","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Diversity decoupled from ecosystem function and resilience during mass extinction recovery","https://www.nature.com/articles/s41586-019-1590-8","The Chicxulub bolide impact 66 million years ago drove the near-instantaneous collapse of ocean ecosystems. The devastating loss of diversity at the base of ocean food webs probably triggered cascading extinctions across all trophic levels1,2,3 and caused severe disruption of the biogeochemical functions of the ocean, and especially disrupted the cycling of carbon between the surface and deep sea4,5. The absence of sufficiently detailed biotic data that span the post-extinction interval has limited our understanding of how ecosystem resilience and biochemical function was restored; estimates6,7,8 of ecosystem ‘recovery’ vary from less than 100 years to 10 million years. Here, using a 13-million-year-long nannoplankton time series, we show that post-extinction communities exhibited 1.8 million years of exceptional volatility before a more stable equilibrium-state community emerged that displayed hallmarks of resilience. The transition to this new equilibrium-state community with a broader spectrum of cell sizes coincides with indicators of carbon-cycle restoration and a fully functioning biological pump9. These findings suggest a fundamental link between ecosystem recovery and biogeochemical cycling over timescales that are longer than those suggested by proxies of export production7,8, but far shorter than the return of taxonomic richness6. The fact that species richness remained low as both community stability and biological pump efficiency re-emerged suggests that ecological functions rather than the number of species are more important to community resilience and biochemical functions.","45 Citations"
"1707308014-645","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","PdMo bimetallene for oxygen reduction catalysis","https://www.nature.com/articles/s41586-019-1603-7","The efficient interconversion of chemicals and electricity through electrocatalytic processes is central to many renewable-energy initiatives. The sluggish kinetics of the oxygen reduction reaction (ORR) and the oxygen evolution reaction (OER)1,2,3,4 has long posed one of the biggest challenges in this field, and electrocatalysts based on expensive platinum-group metals are often required to improve the activity and durability of these reactions. The use of alloying5,6,7, surface strain8,9,10,11 and optimized coordination environments12 has resulted in platinum-based nanocrystals that enable very high ORR activities in acidic media; however, improving the activity of this reaction in alkaline environments remains challenging because of the difficulty in achieving optimized oxygen binding strength on platinum-group metals in the presence of hydroxide. Here we show that PdMo bimetallene—a palladium–molybdenum alloy in the form of a highly curved and sub-nanometre-thick metal nanosheet—is an efficient and stable electrocatalyst for the ORR and the OER in alkaline electrolytes, and shows promising performance as a cathode in Zn–air and Li–air batteries. The thin-sheet structure of PdMo bimetallene enables a large electrochemically active surface area (138.7 square metres per gram of palladium) as well as high atomic utilization, resulting in a mass activity towards the ORR of 16.37 amperes per milligram of palladium at 0.9 volts versus the reversible hydrogen electrode in alkaline electrolytes. This mass activity is 78 times and 327 times higher than those of commercial Pt/C and Pd/C catalysts, respectively, and shows little decay after 30,000 potential cycles. Density functional theory calculations reveal that the alloying effect, the strain effect due to the curved geometry, and the quantum size effect due to the thinness of the sheets tune the electronic structure of the system for optimized oxygen binding. Given the properties and the structure–activity relationships of PdMo metallene, we suggest that other metallene materials could show great promise in energy electrocatalysis.","895 Citations"
"1707308019-646","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Analysis of the B cell receptor repertoire in six immune-mediated diseases","https://www.nature.com/articles/s41586-019-1595-3","B cells are important in the pathogenesis of many, and perhaps all, immune-mediated diseases. Each B cell expresses a single B cell receptor (BCR)1, and the diverse range of BCRs expressed by the total B cell population of an individual is termed the ‘BCR repertoire’. Our understanding of the BCR repertoire in the context of immune-mediated diseases is incomplete, and defining this could provide new insights into pathogenesis and therapy. Here, we compared the BCR repertoire in systemic lupus erythematosus, anti-neutrophil cytoplasmic antibody (ANCA)-associated vasculitis, Crohn’s disease, Behçet’s disease, eosinophilic granulomatosis with polyangiitis, and immunoglobulin A (IgA) vasculitis by analysing BCR clonality, use of immunoglobulin heavy-chain variable region (IGHV) genes and—in particular—isotype use. An increase in clonality in systemic lupus erythematosus and Crohn’s disease that was dominated by the IgA isotype, together with skewed use of the IGHV genes in these and other diseases, suggested a microbial contribution to pathogenesis. Different immunosuppressive treatments had specific and distinct effects on the repertoire; B cells that persisted after treatment with rituximab were predominately isotype-switched and clonally expanded, whereas the inverse was true for B cells that persisted after treatment with mycophenolate mofetil. Our comparative analysis of the BCR repertoire in immune-mediated disease reveals a complex B cell architecture, providing a platform for understanding pathological mechanisms and designing treatment strategies.","139 Citations"
"1707308023-647","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Milk of ruminants in ceramic baby bottles from prehistoric child graves","https://www.nature.com/articles/s41586-019-1572-x","The study of childhood diet, including breastfeeding and weaning, has important implications for our understanding of infant mortality and fertility in past societies1. Stable isotope analyses of nitrogen from bone collagen and dentine samples of infants have provided information on the timing of weaning2; however, little is known about which foods were consumed by infants in prehistory. The earliest known clay vessels that were possibly used for feeding infants appear in Neolithic Europe, and become more common throughout the Bronze and Iron Ages. However, these vessels—which include a spout through which liquid could be poured—have also been suggested to be feeding vessels for the sick or infirm3,4. Here we report evidence for the foods that were contained in such vessels, based on analyses of the lipid ‘fingerprints’ and the compound-specific δ13C and Δ13C values of the major fatty acids of residues from three small, spouted vessels that were found in Bronze and Iron Age graves of infants in Bavaria. The results suggest that the vessels were used to feed infants with milk products derived from ruminants. This evidence of the foodstuffs that were used to either feed or wean prehistoric infants confirms the importance of milk from domesticated animals for these early communities, and provides information on the infant-feeding behaviours that were practised by prehistoric human groups.","40 Citations"
"1707308026-648","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","A 16-step synthesis of the isoryanodane diterpene (+)-perseanol","https://www.nature.com/articles/s41586-019-1580-x","(+)-Perseanol is an isoryanodane diterpene that is isolated from the tropical shrub Persea indica1 and has potent antifeedant and insecticidal properties. It is structurally related to (+)-ryanodine, which is a high-affinity ligand for and modulator of ryanodine receptors—ligand-gated ion channels that are critical for intracellular Ca2+ signalling in most multicellular organisms2. Ryanodine itself modulates ryanodine-receptor-dependent Ca2+ release in many organisms, including mammals; however, preliminary data indicate that ryanodane and isoryanodane congeners that lack the pyrrole-2-carboxylate ester—such as perseanol—may have selective activity in insects3. Here we report a chemical synthesis of (+)-perseanol, which proceeds in 16 steps from commercially available (R)-pulegone. The synthesis involves a two-step annulation process that rapidly assembles the tetracyclic core from readily accessible cyclopentyl building blocks. This work demonstrates how convergent fragment coupling, when combined with strategic oxidation tactics, can enable the concise synthesis of complex and highly oxidized diterpene natural products.","52 Citations"
"1707308033-649","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","The Drug Rediscovery protocol facilitates the expanded use of existing anticancer drugs","https://www.nature.com/articles/s41586-019-1600-x","The large-scale genetic profiling of tumours can identify potentially actionable molecular variants for which approved anticancer drugs are available1,2,3. However, when patients with such variants are treated with drugs outside of their approved label, successes and failures of targeted therapy are not systematically collected or shared. We therefore initiated the Drug Rediscovery protocol, an adaptive, precision-oncology trial that aims to identify signals of activity in cohorts of patients, with defined tumour types and molecular variants, who are being treated with anticancer drugs outside of their approved label. To be eligible for the trial, patients have to have exhausted or declined standard therapies, and have malignancies with potentially actionable variants for which no approved anticancer drugs are available. Here we show an overall rate of clinical benefit—defined as complete or partial response, or as stable disease beyond 16 weeks—of 34% in 215 treated patients, comprising 136 patients who received targeted therapies and 79 patients who received immunotherapy. The overall median duration of clinical benefit was 9 months (95% confidence interval of 8–11 months), including 26 patients who were experiencing ongoing clinical benefit at data cut-off. The potential of the Drug Rediscovery protocol is illustrated by the identification of a successful cohort of patients with microsatellite instable tumours who received nivolumab (clinical benefit rate of 63%), and a cohort of patients with colorectal cancer with relatively low mutational load who experienced only limited clinical benefit from immunotherapy. The Drug Rediscovery protocol facilitates the defined use of approved drugs beyond their labels in rare subgroups of cancer, identifies early signals of activity in these subgroups, accelerates the clinical translation of new insights into the use of anticancer drugs outside of their approved label, and creates a publicly available repository of knowledge for future decision-making.","139 Citations"
"1707308037-650","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Metal-free directed sp2-C–H borylation","https://www.nature.com/articles/s41586-019-1640-2","Organoboron reagents are important synthetic intermediates that have a key role in the construction of natural products, pharmaceuticals and organic materials1. The discovery of simpler, milder and more efficient approaches to organoborons can open additional routes to diverse substances2,3,4,5. Here we show a general method for the directed C–H borylation of arenes and heteroarenes without the use of metal catalysts. C7- and C4-borylated indoles are produced by a mild approach that is compatible with a broad range of functional groups. The mechanism, which is established by density functional theory calculations, involves BBr3 acting as both a reagent and a catalyst. The potential utility of this strategy is highlighted by the downstream transformation of the formed boron species into natural products and drug scaffolds.","167 Citations"
"1707308042-651","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Measuring the Berry phase of graphene from wavefront dislocations in Friedel oscillations","https://www.nature.com/articles/s41586-019-1613-5","Electronic band structures dictate the mechanical, optical and electrical properties of crystalline solids. Their experimental determination is therefore crucial for technological applications. Although the spectral distribution in energy bands is routinely measured by various techniques1, it is more difficult to access the topological properties of band structures such as the quantized Berry phase, γ, which is a gauge-invariant geometrical phase accumulated by the wavefunction along an adiabatic cycle2. In graphene, the quantized Berry phase γ = π accumulated by massless relativistic electrons along cyclotron orbits is evidenced by the anomalous quantum Hall effect4,5. It is usually thought that measuring the Berry phase requires the application of external electromagnetic fields to force the charged particles along closed trajectories3. Contradicting this belief, here we demonstrate that the Berry phase of graphene can be measured in the absence of any external magnetic field. We observe edge dislocations in oscillations of the charge density ρ (Friedel oscillations) that are formed at hydrogen atoms chemisorbed on graphene. Following Nye and Berry6 in describing these topological defects as phase singularities of complex fields, we show that the number of additional wavefronts in the dislocation is a real-space measure of the Berry phase of graphene. Because the electronic dispersion relation can also be determined from Friedel oscillations7, our study establishes the charge density as a powerful observable with which to determine both the dispersion relation and topological properties of wavefunctions. This could have profound consequences for the study of the band-structure topology of relativistic and gapped phases in solids.","47 Citations"
"1707308048-652","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Two major accretion epochs in M31 from two distinct populations of globular clusters","https://www.nature.com/articles/s41586-019-1597-1","Large galaxies grow through the accumulation of dwarf galaxies1,2. In principle it is possible to trace this growth history via the properties of a galaxy’s stellar halo3,4,5. Previous investigations of the galaxy Messier 31 (M31, Andromeda) have shown that outside a galactocentric radius of 25 kiloparsecs the population of halo globular clusters is rotating in alignment with the stellar disk6,7, as are more centrally located clusters8,9. The M31 halo also contains coherent stellar substructures, along with a smoothly distributed stellar component10,11,12. Many of the globular clusters outside a radius of 25 kiloparsecs are associated with the most prominent substructures, but some are part of the smooth halo13. Here we report an analysis of the kinematics of these globular clusters. We find two distinct populations rotating perpendicular to each other. The rotation axis for the population associated with the smooth halo is aligned with the rotation axis for the plane of dwarf galaxies14 that encircles M31. We interpret these separate cluster populations as arising from two major accretion epochs, probably separated by billions of years. Stellar substructures from the first epoch are gone, but those from the more recent second epoch still remain.","28 Citations"
"1707308051-653","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","The amplitude and origin of sea-level variability during the Pliocene epoch","https://www.nature.com/articles/s41586-019-1619-z","Earth is heading towards a climate that last existed more than three million years ago (Ma) during the ‘mid-Pliocene warm period’1, when atmospheric carbon dioxide concentrations were about 400 parts per million, global sea level oscillated in response to orbital forcing2,3 and peak global-mean sea level (GMSL) may have reached about 20 metres above the present-day value4,5. For sea-level rise of this magnitude, extensive retreat or collapse of the Greenland, West Antarctic and marine-based sectors of the East Antarctic ice sheets is required. Yet the relative amplitude of sea-level variations within glacial–interglacial cycles remains poorly constrained. To address this, we calibrate a theoretical relationship between modern sediment transport by waves and water depth, and then apply the technique to grain size in a continuous 800-metre-thick Pliocene sequence of shallow-marine sediments from Whanganui Basin, New Zealand. Water-depth variations obtained in this way, after corrections for tectonic subsidence, yield cyclic relative sea-level (RSL) variations. Here we show that sea level varied on average by 13 ± 5 metres over glacial–interglacial cycles during the middle-to-late Pliocene (about 3.3–2.5 Ma). The resulting record is independent of the global ice volume proxy3 (as derived from the deep-ocean oxygen isotope record) and sea-level cycles are in phase with 20-thousand-year (kyr) periodic changes in insolation over Antarctica, paced by eccentricity-modulated orbital precession6 between 3.3 and 2.7 Ma. Thereafter, sea-level fluctuations are paced by the 41-kyr period of cycles in Earth’s axial tilt as ice sheets stabilize on Antarctica and intensify in the Northern Hemisphere3,6. Strictly, we provide the amplitude of RSL change, rather than absolute GMSL change. However, simulations of RSL change based on glacio-isostatic adjustment show that our record approximates eustatic sea level, defined here as GMSL unregistered to the centre of the Earth. Nonetheless, under conservative assumptions, our estimates limit maximum Pliocene sea-level rise to less than 25 metres and provide new constraints on polar ice-volume variability under the climate conditions predicted for this century.","56 Citations"
"1707308055-654","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Imprinting sets the stage for speciation","https://www.nature.com/articles/s41586-019-1599-z","Sexual imprinting—a phenomenon in which offspring learn parental traits and later use them as a model for their own mate preferences—can generate reproductive barriers between species1. When the target of imprinting is a mating trait that differs among young lineages, imprinted preferences may contribute to behavioural isolation and facilitate speciation1,2. However, in most models of speciation by sexual selection, divergent natural selection is also required; the latter acts to generate and maintain variation in the sexually selected trait or traits, and in the mating preferences that act upon them3. Here we demonstrate that imprinting, in addition to mediating female mate preferences, can shape biases in male–male aggression. These biases can act similarly to natural selection to maintain variation in traits and mate preferences, which facilitates reproductive isolation driven entirely by sexual selection. Using a cross-fostering study, we show that both male and female strawberry poison frogs (Oophaga pumilio) imprint on coloration, which is a mating trait that has diverged recently and rapidly in this species4. Cross-fostered females prefer to court mates of the same colour as their foster mother, and cross-fostered males are more aggressive towards rivals that share the colour of their foster mother. We also use a simple population-genetics model to demonstrate that when both male aggression biases and female mate preferences are formed through parental imprinting, sexual selection alone can (1) stabilize a sympatric polymorphism and (2) strengthen the trait–preference association that leads to behavioural reproductive isolation. Our study provides evidence of imprinting in an amphibian and suggests that this rarely considered combination of rival and sexual imprinting can reduce gene flow between individuals that bear divergent mating traits, which sets the stage for speciation by sexual selection.","39 Citations"
"1707308059-655","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Environmental flow limits to global groundwater pumping","https://www.nature.com/articles/s41586-019-1594-4","Groundwater is the world’s largest freshwater resource and is critically important for irrigation, and hence for global food security1,2,3. Already, unsustainable groundwater pumping exceeds recharge from precipitation and rivers4, leading to substantial drops in the levels of groundwater and losses of groundwater from its storage, especially in intensively irrigated regions5,6,7. When groundwater levels drop, discharges from groundwater to streams decline, reverse in direction or even stop completely, thereby decreasing streamflow, with potentially devastating effects on aquatic ecosystems. Here we link declines in the levels of groundwater that result from groundwater pumping to decreases in streamflow globally, and estimate where and when environmentally critical streamflows—which are required to maintain healthy ecosystems—will no longer be sustained. We estimate that, by 2050, environmental flow limits will be reached for approximately 42 to 79 per cent of the watersheds in which there is groundwater pumping worldwide, and that this will generally occur before substantial losses in groundwater storage are experienced. Only a small decline in groundwater level is needed to affect streamflow, making our estimates uncertain for streams near a transition to reversed groundwater discharge. However, for many areas, groundwater pumping rates are high and environmental flow limits are known to be severely exceeded. Compared to surface-water use, the effects of groundwater pumping are markedly delayed. Our results thus reveal the current and future environmental legacy of groundwater use.","328 Citations"
"1707308066-656","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Inducing and exploiting vulnerabilities for the treatment of liver cancer","https://www.nature.com/articles/s41586-019-1607-3","Liver cancer remains difficult to treat, owing to a paucity of drugs that target critical dependencies1,2; broad-spectrum kinase inhibitors such as sorafenib provide only a modest benefit to patients with hepatocellular carcinoma3. The induction of senescence may represent a strategy for the treatment of cancer, especially when combined with a second drug that selectively eliminates senescent cancer cells (senolysis)4,5. Here, using a kinome-focused genetic screen, we show that pharmacological inhibition of the DNA-replication kinase CDC7 induces senescence selectively in liver cancer cells with mutations in TP53. A follow-up chemical screen identified the antidepressant sertraline as an agent that kills hepatocellular carcinoma cells that have been rendered senescent by inhibition of CDC7. Sertraline suppressed mTOR signalling, and selective drugs that target this pathway were highly effective in causing the apoptotic cell death of hepatocellular carcinoma cells treated with a CDC7 inhibitor. The feedback reactivation of mTOR signalling after its inhibition6 is blocked in cells that have been treated with a CDC7 inhibitor, which leads to the sustained inhibition of mTOR and cell death. Using multiple in vivo mouse models of liver cancer, we show that treatment with combined inhibition of of CDC7 and mTOR results in a marked reduction of tumour growth. Our data indicate that exploiting an induced vulnerability could be an effective treatment for liver cancer.","222 Citations"
"1707308077-657","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Evidence of high-temperature exciton condensation in two-dimensional atomic double layers","https://www.nature.com/articles/s41586-019-1591-7","A Bose–Einstein condensate is the ground state of a dilute gas of bosons, such as atoms cooled to temperatures close to absolute zero1. With much smaller mass, excitons (bound electron–hole pairs) are expected to condense at considerably higher temperatures2,3,4,5,6,7. Two-dimensional van der Waals semiconductors with very strong exciton binding are ideal systems for the study of high-temperature exciton condensation. Here we study electrically generated interlayer excitons in MoSe2–WSe2 atomic double layers with a density of up to 1012 excitons per square centimetre. The interlayer tunnelling current depends only on the exciton density, which is indicative of correlated electron–hole pair tunnelling8. Strong electroluminescence arises when a hole tunnels from WSe2 to recombine with an electron in MoSe2. We observe a critical threshold dependence of the electroluminescence intensity on exciton density, accompanied by super-Poissonian photon statistics near the threshold, and a large electroluminescence enhancement with a narrow peak at equal electron and hole densities. The phenomenon persists above 100 kelvin, which is consistent with the predicted critical condensation temperature9,10,11,12. Our study provides evidence for interlayer exciton condensation in two-dimensional atomic double layers and opens up opportunities for exploring condensate-based optoelectronics and exciton-mediated high-temperature superconductivity13.","312 Citations"
"1707308081-658","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=12","Dynamics and genomic landscape of CD8+ T cells undergoing hepatic priming","https://www.nature.com/articles/s41586-019-1620-6","The responses of CD8+ T cells to hepatotropic viruses such as hepatitis B range from dysfunction to differentiation into effector cells, but the mechanisms that underlie these distinct outcomes remain poorly understood. Here we show that priming by Kupffer cells, which are not natural targets of hepatitis B, leads to differentiation of CD8+ T cells into effector cells that form dense, extravascular clusters of immotile cells scattered throughout the liver. By contrast, priming by hepatocytes, which are natural targets of hepatitis B, leads to local activation and proliferation of CD8+ T cells but not to differentiation into effector cells; these cells form loose, intravascular clusters of motile cells that coalesce around portal tracts. Transcriptomic and chromatin accessibility analyses reveal unique features of these dysfunctional CD8+ T cells, with limited overlap with those of exhausted or tolerant T cells; accordingly, CD8+ T cells primed by hepatocytes cannot be rescued by treatment with anti-PD-L1, but instead respond to IL-2. These findings suggest immunotherapeutic strategies against chronic hepatitis B infection.","122 Citations"
"1707308089-659","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=11","Structure of the inner kinetochore CCAN complex assembled onto a centromeric nucleosome","https://www.nature.com/articles/s41586-019-1609-1","In eukaryotes, accurate chromosome segregation in mitosis and meiosis maintains genome stability and prevents aneuploidy. Kinetochores are large protein complexes that, by assembling onto specialized Cenp-A nucleosomes1,2, function to connect centromeric chromatin to microtubules of the mitotic spindle3,4. Whereas the centromeres of vertebrate chromosomes comprise millions of DNA base pairs and attach to multiple microtubules, the simple point centromeres of budding yeast are connected to individual microtubules5,6. All 16 budding yeast chromosomes assemble complete kinetochores using a single Cenp-A nucleosome (Cenp-ANuc), each of which is perfectly centred on its cognate centromere7,8,9. The inner and outer kinetochore modules are responsible for interacting with centromeric chromatin and microtubules, respectively. Here we describe the cryo-electron microscopy structure of the Saccharomyces cerevisiae inner kinetochore module, the constitutive centromere associated network (CCAN) complex, assembled onto a Cenp-A nucleosome (CCAN–Cenp-ANuc). The structure explains the interdependency of the constituent subcomplexes of CCAN and shows how the Y-shaped opening of CCAN accommodates Cenp-ANuc to enable specific CCAN subunits to contact the nucleosomal DNA and histone subunits. Interactions with the unwrapped DNA duplex at the two termini of Cenp-ANuc are mediated predominantly by a DNA-binding groove in the Cenp-L–Cenp-N subcomplex. Disruption of these interactions impairs assembly of CCAN onto Cenp-ANuc. Our data indicate a mechanism of Cenp-A nucleosome recognition by CCAN and how CCAN acts as a platform for assembly of the outer kinetochore to link centromeres to the mitotic spindle for chromosome segregation.","83 Citations"
"1707308093-660","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=11","Coordinated alterations in RNA splicing and epigenetic regulation drive leukaemogenesis","https://www.nature.com/articles/s41586-019-1618-0","Transcription and pre-mRNA splicing are key steps in the control of gene expression and mutations in genes regulating each of these processes are common in leukaemia1,2. Despite the frequent overlap of mutations affecting epigenetic regulation and splicing in leukaemia, how these processes influence one another to promote leukaemogenesis is not understood and, to our knowledge, there is no functional evidence that mutations in RNA splicing factors initiate leukaemia. Here, through analyses of transcriptomes from 982 patients with acute myeloid leukaemia, we identified frequent overlap of mutations in IDH2 and SRSF2 that together promote leukaemogenesis through coordinated effects on the epigenome and RNA splicing. Whereas mutations in either IDH2 or SRSF2 imparted distinct splicing changes, co-expression of mutant IDH2 altered the splicing effects of mutant SRSF2 and resulted in more profound splicing changes than either mutation alone. Consistent with this, co-expression of mutant IDH2 and SRSF2 resulted in lethal myelodysplasia with proliferative features in vivo and enhanced self-renewal in a manner not observed with either mutation alone. IDH2 and SRSF2 double-mutant cells exhibited aberrant splicing and reduced expression of INTS3, a member of the integrator complex3, concordant with increased stalling of RNA polymerase II (RNAPII). Aberrant INTS3 splicing contributed to leukaemogenesis in concert with mutant IDH2 and was dependent on mutant SRSF2 binding to cis elements in INTS3 mRNA and increased DNA methylation of INTS3. These data identify a pathogenic crosstalk between altered epigenetic state and splicing in a subset of leukaemias, provide functional evidence that mutations in splicing factors drive myeloid malignancy development, and identify spliceosomal changes as a mediator of IDH2-mutant leukaemogenesis.","125 Citations"
"1707308098-661","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=11","Genome editing retraces the evolution of toxin resistance in the monarch butterfly","https://www.nature.com/articles/s41586-019-1610-8","Identifying the genetic mechanisms of adaptation requires the elucidation of links between the evolution of DNA sequence, phenotype, and fitness1. Convergent evolution can be used as a guide to identify candidate mutations that underlie adaptive traits2,3,4, and new genome editing technology is facilitating functional validation of these mutations in whole organisms1,5. We combined these approaches to study a classic case of convergence in insects from six orders, including the monarch butterfly (Danaus plexippus), that have independently evolved to colonize plants that produce cardiac glycoside toxins6,7,8,9,10,11. Many of these insects evolved parallel amino acid substitutions in the α-subunit (ATPα) of the sodium pump (Na+/K+-ATPase)7,8,9,10,11, the physiological target of cardiac glycosides12. Here we describe mutational paths involving three repeatedly changing amino acid sites (111, 119 and 122) in ATPα that are associated with cardiac glycoside specialization13,14. We then performed CRISPR–Cas9 base editing on the native Atpα gene in Drosophila melanogaster flies and retraced the mutational path taken across the monarch lineage11,15. We show in vivo, in vitro and in silico that the path conferred resistance and target-site insensitivity to cardiac glycosides16, culminating in triple mutant ‘monarch flies’ that were as insensitive to cardiac glycosides as monarch butterflies. ‘Monarch flies’ retained small amounts of cardiac glycosides through metamorphosis, a trait that has been optimized in monarch butterflies to deter predators17,18,19. The order in which the substitutions evolved was explained by amelioration of antagonistic pleiotropy through epistasis13,14,20,21,22. Our study illuminates how the monarch butterfly evolved resistance to a class of plant toxins, eventually becoming unpalatable, and changing the nature of species interactions within ecological communities2,6,7,8,9,10,11,15,17,18,19.","89 Citations"
"1707308105-662","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=11","Windborne long-distance migration of malaria mosquitoes in the Sahel","https://www.nature.com/articles/s41586-019-1622-4","Over the past two decades efforts to control malaria have halved the number of cases globally, yet burdens remain high in much of Africa and the elimination of malaria has not been achieved even in areas where extreme reductions have been sustained, such as South Africa1,2. Studies seeking to understand the paradoxical persistence of malaria in areas in which surface water is absent for 3–8 months of the year have suggested that some species of Anopheles mosquito use long-distance migration3. Here we confirm this hypothesis through aerial sampling of mosquitoes at 40–290 m above ground level and provide—to our knowledge—the first evidence of windborne migration of African malaria vectors, and consequently of the pathogens that they transmit. Ten species, including the primary malaria vector Anopheles coluzzii, were identified among 235 anopheline mosquitoes that were captured during 617 nocturnal aerial collections in the Sahel of Mali. Notably, females accounted for more than 80% of all of the mosquitoes that we collected. Of these, 90% had taken a blood meal before their migration, which implies that pathogens are probably transported over long distances by migrating females. The likelihood of capturing Anopheles species increased with altitude (the height of the sampling panel above ground level) and during the wet seasons, but variation between years and localities was minimal. Simulated trajectories of mosquito flights indicated that there would be mean nightly displacements of up to 300 km for 9-h flight durations. Annually, the estimated numbers of mosquitoes at altitude that cross a 100-km line perpendicular to the prevailing wind direction included 81,000 Anopheles gambiae sensu stricto, 6 million A. coluzzii and 44 million Anopheles squamosus. These results provide compelling evidence that millions of malaria vectors that have previously fed on blood frequently migrate over hundreds of kilometres, and thus almost certainly spread malaria over these distances. The successful elimination of malaria may therefore depend on whether the sources of migrant vectors can be identified and controlled.","117 Citations"
"1707308110-663","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=11","The RIPK4–IRF6 signalling axis safeguards epidermal differentiation and barrier function","https://www.nature.com/articles/s41586-019-1615-3","The integrity of the mammalian epidermis depends on a balance of proliferation and differentiation in the resident population of stem cells1. The kinase RIPK4 and the transcription factor IRF6 are mutated in severe developmental syndromes in humans, and mice lacking these genes display epidermal hyperproliferation and soft-tissue fusions that result in neonatal lethality2,3,4,5. Our understanding of how these genes control epidermal differentiation is incomplete. Here we show that the role of RIPK4 in mouse development requires its kinase activity; that RIPK4 and IRF6 expressed in the epidermis regulate the same biological processes; and that the phosphorylation of IRF6 at Ser413 and Ser424 primes IRF6 for activation. Using RNA sequencing (RNA-seq), histone chromatin immunoprecipitation followed by sequencing (ChIP–seq) and assay for transposase-accessible chromatin using sequencing (ATAC-seq) of skin in wild-type and IRF6-deficient mouse embryos, we define the transcriptional programs that are regulated by IRF6 during epidermal differentiation. IRF6 was enriched at bivalent promoters, and IRF6 deficiency caused defective expression of genes that are involved in the metabolism of lipids and the formation of tight junctions. Accordingly, the lipid composition of the stratum corneum of Irf6−/− skin was abnormal, culminating in a severe defect in the function of the epidermal barrier. Collectively, our results explain how RIPK4 and IRF6 function to ensure the integrity of the epidermis and provide mechanistic insights into why developmental syndromes that are characterized by orofacial, skin and genital abnormalities result when this axis goes awry.","36 Citations"
